averagerank.wholebrain,finalrank.wholebrain,finalrank.wholebrain.zscore,averagerank.hemisphere,finalrank.hemisphere
26071.9,21994.5,-0.449655403456561,13024.15,10882
25740.15,21477,-0.47982872701579,12837.9,10578
25998.4,21861,-0.457439246345753,12940.95,10736
26558.95,22798,-0.402806581273295,13167.8,11134
26983.9,23497,-0.36205072974112,13453.8,11631
28354.1,25813,-0.227014174449964,14161,12955
28315.2,25737,-0.231445425832575,14162.8,12960
28707.8,26475.5,-0.188386489700227,14368.8,13342
29205.5,27314.5,-0.139467806673767,14629,13820.5
28913.6,26814,-0.168649929265833,14457.3,13516
29452.35,27753,-0.113900652314885,14735.95,14030
29953.7,28637,-0.0623582020224056,14999.2,14502
29645.1,28088,-0.0943681626678481,14834,14209
29632.95,28067,-0.0955925873919907,14817.55,14178
31324.5,31043,0.0779258878007902,15677.4,15730.5
30610.2,29792,0.00498515780543776,15336.2,15095
29244,27380.5,-0.135619614683605,14635.3,13829
25662.6,21349,-0.487291887239135,12951.75,10757
26745.4,23109,-0.384673434168136,13477.75,11673
27206,23857,-0.341060591612961,13684.05,12060
27408.15,24180,-0.322227773236863,13747.8,12203
28240.9,25622,-0.238150608845737,14115.55,12870
26964.4,23462.5,-0.364062284645068,13470.25,11664
24762.95,19889,-0.572418558536669,12425.3,9904.5
25042.9,20330,-0.546705639329674,12490.55,10011
25352.2,20857,-0.515978409347619,12631.15,10241
26915.6,23379,-0.368930830572016,13408.05,11556
29559.75,27935,-0.103288971372316,14728.8,14015.5
29002.7,26960,-0.16013726213608,14483.95,13568.5
28799.25,26632,-0.179261610208402,14379.2,13371
28786.05,26609,-0.180602646811034,14380.6,13374
26422.1,22572,-0.415983723542639,13212.05,11206
26357.55,22457.5,-0.422659753586179,13168.6,11135
26055.5,21964,-0.45143373460353,13004.85,10839
25643.95,21313,-0.489390901051951,12776,10480
26131.1,22085,-0.444378715954899,13010.75,10853
26263.55,22290,-0.432425998409697,13102.7,11014
25910.05,21722,-0.465543771900793,12903.6,10672
27460.95,24269,-0.317038544644068,13700.45,12099
27922.1,25093,-0.268994450706282,13933.2,12559
28067.5,25329,-0.255234249044489,14008.8,12679
28665.35,26394,-0.193138423748685,14349.55,13308
28469.9,26043,-0.21360380842364,14230.5,13072
28433.55,25978,-0.217393694474558,14208.75,13043
29284.35,27453.5,-0.131363281118728,14645.25,13847
30342.95,29316,-0.022768469275128,15161.25,14802
31172.45,30760,0.0614253069944874,15576.45,15532
31697.85,31683.5,0.11527084188714,15841.35,15996.5
30712.25,29952,0.0143141080846195,15378.05,15173
29207.05,27320,-0.139147124007921,14623.65,13806
26320.8,22387,-0.426770322302943,13279.75,11319
27480.9,24309,-0.314706307074272,13811.45,12317
27788.6,24843,-0.283570935517503,13951.25,12588
26559.95,22801,-0.402631663455561,13341.3,11435
26322.95,22394,-0.426362180728229,13227.8,11235
26271.85,22310,-0.4312598796248,13193.7,11182
24480.45,19446,-0.598248089622153,12275.7,9640
25361.4,20870,-0.515220432137436,12636.05,10251
27928.8,25106,-0.268236473496098,13914.15,12525
28614.05,26305,-0.19832765234148,14263,13139
28448.75,26010,-0.215527904418721,14172,12979
28250.15,25635,-0.237392631635554,14084.5,12822
26303.6,22358,-0.428461194541045,13159.05,11118
25461.4,21022,-0.506357929372213,12751.45,10435
25860.35,21646,-0.469975023283404,12960.3,10780
25504.4,21091.5,-0.502305666594693,12778.35,10487
25153.05,20519,-0.53568581681239,12577.3,10158
25736.85,21468,-0.480353480468994,12804.2,10528
25996.5,21857,-0.457672470102733,12963.45,10784
25557.05,21179,-0.497203896910766,12723.2,10395
26287.65,22333,-0.429918843022167,13105.4,11021
27330.85,24043,-0.330215686913412,13628.45,11963
27671.8,24646,-0.295057205548746,13800.2,12294
27760.35,24792,-0.286544538418992,13844.45,12389.5
27540.35,24423,-0.308059430000355,13754.35,12218
27928.85,25107,-0.268178167556853,13947.75,12582
28682.35,26425,-0.191330939632094,14325.95,13263
29361.35,27594,-0.123171296654822,14655.55,13861
31449.65,31251,0.0900535231637265,15680.45,15736
30764.85,30037,0.0192701129204348,15359.25,15138
30188.95,29046,-0.0385110728712472,15087.55,14677
28778.4,26597,-0.181302318081973,14401.6,13417
26896.5,23354,-0.370388479053139,13539.55,11804
27315.6,24020,-0.331556723516044,13727.15,12157
26041.4,21935,-0.453124606841632,13088.85,10987
24355.35,19226,-0.611075396256028,12220.7,9546
25852,21628,-0.471024530189812,12950.55,10753
25715.9,21437,-0.482160964585585,12889.55,10655
25546.2,21161,-0.498253403817174,12827.35,10561
26696.9,23041,-0.388638238036788,13389.55,11525
27506.2,24356,-0.311965927929763,13690.95,12076.5
27285.75,23971,-0.334413714539044,13611.9,11928
27236.05,23901,-0.338495130286186,13583.5,11876
26285.35,22329,-0.430152066779147,13149.5,11099
25057.5,20357.5,-0.54510222600044,12553.35,10111
25499,21077,-0.503151102713744,12788.25,10506
25679.5,21377,-0.485659320940278,12851.75,10598
24869.7,20078,-0.561398736019385,12442.3,9931.5
25346.45,20842,-0.516852998436292,12670.7,10302
25650.05,21325,-0.488691229781012,12767.3,10468
25615.85,21271,-0.491839750500236,12741.8,10421
25736.7,21466.5,-0.480440939377861,12836.05,10575
26609.65,22891,-0.397384128923521,13281.25,11325
27121,23730,-0.348465445897061,13529.7,11783
27505.15,24353,-0.312140845747497,13724.85,12149
27696.95,24691,-0.292433438282726,13838.65,12374
27899.15,25056,-0.271151770458343,13931.45,12555
28066.5,25327,-0.255350860922978,14010.2,12683
27891.15,25049,-0.271559912033057,13914.1,12524
29034.1,27021,-0.156580599842141,14493,13584
29790.75,28339,-0.0797333719173817,14875.65,14295
28955.45,26881.5,-0.164714278366803,14475.35,13554
27372.85,24125.5,-0.325405446925709,13690.95,12076.5
26151.45,22118.5,-0.442425466990195,13187.6,11163.5
25793.3,21551,-0.475514087511668,12980.45,10810
24652,19715,-0.582563791965279,12402.05,9864
23109.4,17150,-0.732118526128412,11583.95,8540
23363.8,17607,-0.705472711893499,11705.15,8735
25314.5,20779,-0.52052627260872,12647.35,10268
25472.7,21038,-0.505425034344295,12719.35,10386
26428.4,22579,-0.415575581967925,13248.15,11263
26516.45,22724,-0.407121220777417,13207.95,11203
26793.8,23191,-0.379892347150055,13341.45,11437
25515.65,21114,-0.500993782961683,12778.7,10489
23577.85,17965,-0.684599185643829,11811.7,8905
24673.8,19749,-0.580581390030953,12370.05,9808
24654.35,19719,-0.582330568208299,12351.5,9770.5
24667.9,19738,-0.581222755362646,12361.35,9786
25434.85,20980,-0.508806778820498,12715.7,10378
25671.85,21364,-0.486417298150462,12800.9,10525
29495.45,27839,-0.108886341539825,14682.2,13912
27469.9,24284,-0.316163955555395,13710.85,12122
25598.7,21244,-0.493414010859848,12774.05,10477
26474.2,22657,-0.411027718706824,13218.2,11221
26843.85,23268,-0.375402789828199,13399.35,11544
26998.25,23520,-0.360709693138487,13480.25,11681
27038.2,23593,-0.356453359573611,13506.6,11736.5
26918.95,23385,-0.368580994936547,13432.25,11593
26893.35,23346,-0.370854926567098,13405.15,11552
26521.5,22735.5,-0.406450702476101,13231.4,11241
28679.35,26418,-0.191739081206808,14329.75,13272
28288.15,25692,-0.234069193098595,14134.25,12900
26954.85,23452,-0.36467449700714,13460.05,11643.5
24913.2,20146,-0.557433932150733,12542.65,10100
24502.7,19480.5,-0.596236534718205,12334.75,9738
22980.8,16935,-0.744654303066062,11575.75,8525
22209.1,15589,-0.823134097289679,11142.35,7765
23315.5,17525,-0.710253798911579,11648.05,8653
24205.9,18992,-0.624718986039332,12088.45,9339
24601.1,19639,-0.58699504334789,12272.65,9635.5
26105.95,22054,-0.44618620007149,13024.9,10883
26539.85,22765,-0.404730677268376,13244.8,11261
25633.05,21299,-0.490207184201379,12845.2,10589
23265.6,17427,-0.715967780957578,11652.8,8661
23431.75,17719,-0.698942446698071,11753,8820
23857.35,18402,-0.659119490193814,11971.5,9147
24385.25,19279,-0.607985181476049,12220.4,9545
24654.3,19718,-0.582388874147544,12304.35,9688
25058.2,20359,-0.545014767091572,12517.85,10053
29434.55,27725,-0.115533218613742,14693.85,13944
29473.05,27790,-0.111743332562824,14692.6,13941
26598.7,22871.5,-0.398521094738796,13280.85,11322.5
25937,21767.5,-0.46289085166515,12960.4,10781
26302.2,22356,-0.428577806419535,13130.4,11062
26445.7,22602,-0.414234545365293,13203.7,11197
26248.2,22270,-0.433592117194595,13095.4,11000
26386.75,22505,-0.419890221472047,13146.45,11090
25683.3,21383.5,-0.485280332335187,12814.9,10544
25302.2,20758,-0.521750697332863,12642.8,10259
26390.2,22514.5,-0.41933631504922,13214.1,11210
27527.6,24399,-0.309458772542233,13747.4,12200
26735.65,23095,-0.385489717317564,13338.75,11431
23975.9,18590,-0.648157973615776,12131.45,9411
22736.35,16491,-0.770542140090791,11508.7,8405.5
21553.8,14496,-0.886862488884339,10889.85,7339
21374.3,14220,-0.902954928115928,10804.65,7191
21458.4,14342,-0.895841603528052,10843.85,7258
22594.4,16237,-0.785351848658993,11403.75,8238
23662.35,18092.5,-0.677165178390106,11924.95,9076
24953.6,20201,-0.554227105492264,12584.15,10174
24609.35,19653,-0.586178760198462,12320.8,9712
22971.65,16916.5,-0.745732962942092,11508.7,8405.5
22933.55,16849,-0.749668613841122,11489.5,8375
23154.05,17228.5,-0.727541509897688,11603.1,8571
23563.85,17941,-0.685998528185707,11815.4,8912
23783.8,18276,-0.66646603853867,11893.65,9035
25243.8,20664,-0.527231455621882,12634.15,10246
29259.05,27405,-0.134191119172105,14614.35,13791
29367.9,27605,-0.122529931323128,14674.45,13897
29414.15,27686,-0.117807150244292,14694.6,13946.5
25264.9,20699,-0.525190747748311,12653.95,10279.5
25979.5,21830,-0.459246730462345,12989.5,10819
25971.25,21818,-0.459946401733284,12957.85,10771
25405.35,20932,-0.511605463904253,12678.15,10313
25852.85,21630,-0.470907918311322,12909.95,10684
25338.55,20826,-0.51778589346421,12656.75,10285
24362,19243,-0.610084195288865,12181.3,9489
25293.9,20738,-0.52291681611776,12643.3,10260
27211.1,23860.5,-0.340856520825604,13588,11890
26368.1,22474,-0.421697705588638,13154.1,11110
23005.25,16978,-0.742147147678532,11655,8664
21406.2,14268,-0.900156243032173,10833,7237
21469.55,14361,-0.894733790682399,10853.75,7277
21065.2,13705,-0.932982486827044,10656.8,6964
21565.15,14509,-0.886104511674156,10897.5,7357
22435.3,15967,-0.801094452255112,11310.85,8062
24016.2,18660.5,-0.644047404899011,12094.85,9351
22308.1,15750.5,-0.81371768810163,11239.65,7944
22360.5,15837,-0.808674224356947,11247.85,7960
22145.2,15458,-0.830772175330759,11063.85,7623
22066.35,15323,-0.838643477128818,11018.9,7544
22368.2,15846,-0.808149470903743,11178.25,7827
22937.1,16856,-0.749260472266408,11483.25,8359
24219.7,19017,-0.623261337558209,12128.05,9401
28823.6,26667.5,-0.177191749365209,14434.45,13478
29004.7,26963,-0.159962344318345,14528.55,13659
28862.2,26731,-0.173489322223158,14467.05,13537
27640.75,24592,-0.29820572626797,13859.6,12425
25381,20899,-0.513529559899334,12715.95,10379
25378.8,20896,-0.513704477717068,12696.2,10347
24726.15,19822.5,-0.576295903496454,12362.45,9787
24521.1,19513.5,-0.594312438723123,12269,9630
25515.85,21115,-0.500935477022438,12783,10499
24864.15,20067,-0.562040101351079,12445.6,9938
24641.15,19700,-0.583438381053952,12323.65,9717
26250.8,22272,-0.433475505316105,13109.55,11026
26059.45,21972,-0.450967287089571,13014.55,10866
22565.1,16189,-0.788150533742747,11433,8286
21453.35,14339,-0.896016521345786,10866.05,7295
21005.8,13613,-0.938346633237574,10635,6926
21380.75,14232,-0.902255256844989,10821.25,7222
22129.6,15428,-0.832521353508105,11179.4,7828
22880.2,16756,-0.755091066190897,11521.65,8429
22050.2,15296,-0.84021773748843,11122.65,7722
22311,15754,-0.813513617314273,11239.35,7943
22168.1,15511,-0.82768196055078,11147.55,7773
21709.4,14742.5,-0.872490074860475,10843.25,7255
21731.85,14780,-0.870303602138791,10850.6,7270
22022.2,15247,-0.84307472851143,11028.65,7557
22976,16928,-0.745062444640776,11531.75,8443
28220.8,25589,-0.240074704840818,14155.65,12940
28388.4,25877,-0.223282594338291,14254.85,13122
28472.2,26046,-0.213428890605905,14296.45,13214
27648.6,24603,-0.297564360936276,13895.05,12490.5
26529.45,22745,-0.405896796053274,13342,11438
24109.15,18802,-0.63579711449586,12121.4,9389
23429.9,17716,-0.699117364515806,11766.45,8839.5
23161.4,17240,-0.726870991596372,11630.25,8622
24574.8,19596,-0.58950219873542,12351.55,9772
24906.05,20130,-0.558366827178651,12488.5,10009
24395.85,19310,-0.606177697359458,12206.3,9526
25153.2,20520,-0.535627510873146,12562.15,10124
24744.6,19860,-0.57410943077477,12355.45,9781
22415.8,15937,-0.802843630432458,11288.2,8022
19606,11565.5,-1.05772804384148,9874.7,5903
20641.4,13061,-0.970531511700751,10389,6552
20733.7,13199,-0.962485292084956,10410.6,6580
21412.8,14278,-0.899573183639724,10741.5,7088
22816.15,16646.5,-0.761475566538212,11444.5,8303.5
22023.95,15252,-0.842783198815205,11033.7,7564
21841.75,14952,-0.860274980588671,10928,7394
21729.55,14776,-0.870536825895771,10876.6,7314
21439.15,14315,-0.897415863887663,10734.1,7082
21092.95,13755.5,-0.930038036895177,10581.1,6849
21849.5,14965,-0.859517003378488,10996.65,7508
27345.05,24067,-0.328816344371535,13756.65,12222
27598.45,24520,-0.302403753893601,13879.6,12452
27823.65,24919.5,-0.279110531165269,14006.1,12675
26875.7,23318,-0.372487492865954,13544.25,11810
26944.35,23432,-0.365840615792037,13561.7,11844
26691.95,23029,-0.389337909307727,13429.7,11587
22824.1,16661,-0.760630130419161,11506.45,8401
22372,15856,-0.807566411511294,11260.05,7975
23395.8,17656,-0.702615720870499,11762.25,8832
23491.6,17826,-0.692703711198869,11793.95,8877
24115.6,18818,-0.634864219467942,12077.65,9323
23425.55,17706,-0.699700423908255,11714.8,8754
23401.1,17663,-0.702207579295785,11704.85,8734
22477.8,16044,-0.796604894933255,11320.9,8081
19982.75,12108,-1.02609707180113,10141.35,6220
19814.6,11862,-1.04044033285537,9959,5991
20526.1,12874,-0.981434722339544,10323.9,6456
21485.5,14383,-0.893451060019011,10779.6,7152
21907.35,15055,-0.854269468846448,10976.8,7478
22228.15,15623,-0.821151695355352,11137,7752
22057.1,15305,-0.839692984035226,11052.7,7601
21590.65,14543,-0.884122109739829,10825.2,7226
21167.65,13868,-0.923478618730127,10636.4,6927
21017,13628,-0.9374720441489,10576.75,6840
22281.2,15714,-0.815845854884068,11234.75,7932
24386.65,19284,-0.607693651779825,12295.9,9676
24153.25,18880,-0.631249251234759,12182.8,9490
26538.65,22762,-0.404905595086111,13366.7,11484
26192.1,22180,-0.438839651726635,13201.45,11193
25757.1,21501,-0.478429384473912,12980.25,10809
24660.75,19725,-0.58198073257283,12434.5,9919
22126.25,15421,-0.83292949508282,11144.6,7769
22622.15,16297,-0.781853492304299,11379.7,8197.5
22564.7,16187,-0.788267145621237,11343.25,8128
22320.2,15775,-0.81228919259013,11189.45,7839
22438.3,15968.5,-0.801006993346244,11237.55,7938.5
21376.85,14223,-0.902780010298193,10708.6,7047
22771.95,16557,-0.766693948100629,11552.25,8475
20114.3,12287,-1.01566030867629,10116.3,6191
20053.05,12204.5,-1.020470548664,10084.85,6149
20908.7,13456,-0.947500665699021,10515.75,6752
21921.25,15081,-0.852753514426081,10995.55,7506
22154.15,15481,-0.829431138728126,11099.55,7688
22126.8,15423,-0.83281288320433,11083.85,7658
21747.85,14802,-0.869020871475404,10896.2,7354
21164.6,13862,-0.923828454365597,10620.75,6906
20938.25,13507.5,-0.944497909827909,10520.7,6758
21790.8,14876,-0.864706231971282,10965.35,7457.5
23335.7,17560.5,-0.708183938068386,11771.25,8846
23304.55,17502,-0.711594835514212,11765.7,8837
23308.95,17515,-0.710836858304028,11747.6,8810
24787.45,19934.5,-0.569765638301026,12491.6,10014
25222.5,20639,-0.528689104103004,12704.85,10358
23675.65,18113,-0.675969906635586,11937.5,9099
22322.7,15779,-0.81205596883315,11248.35,7961
21792.45,14879,-0.864531314153548,10955.9,7451
21684.75,14711,-0.874326711946689,10892.3,7346
21419.25,14287,-0.89904843018652,10752.7,7105
21274.4,14052,-0.912750325909068,10666.55,6984
20966.75,13553,-0.941844989592267,10500.2,6713
22723.1,16473,-0.771591646997199,11453.7,8320
19977.9,12103,-1.02638860149735,10056.4,6113
20519.5,12864,-0.982017781731993,10319.9,6451
21367.5,14207,-0.903712905326111,10733.3,7079
21993.3,15189.5,-0.846427320018011,11025.5,7553
22251.2,15663,-0.818819457785557,11159.4,7800
21995.6,15193,-0.846223249230654,11037.2,7573
21628.4,14617,-0.879807470235708,10860.55,7289
21220.05,13955,-0.918406002015822,10660.9,6974
21171.5,13879,-0.922837253398434,10644.85,6945
22992.5,16953,-0.743604796159654,11583.85,8539
23006.95,16979,-0.742088841739287,11606.8,8580
22962.4,16899,-0.746753316878878,11569.05,8513
22287.85,15724,-0.815262795491619,11226.3,7917
24284.3,19119,-0.617314131755231,12239.25,9573.5
23441.55,17739,-0.697776327913174,11810.9,8902
22104.75,15386,-0.834970202956391,11133.1,7744
21191.9,13915,-0.920738239585618,10668.25,6986
21505.85,14417,-0.891468658084685,10794.05,7178
20774.5,13263,-0.958753711973284,10422.65,6599
20219.4,12429,-1.00738086530352,10137.35,6214
20244.85,12462,-1.00545676930844,10142.9,6221
22789.7,16586,-0.765003075862527,11496.95,8386
20155.4,12337,-1.01274501171405,10150.1,6227
21078.8,13728,-0.931641450224412,10602,6876
21889.85,15033,-0.855552199509835,10986.45,7492
22015.6,15232,-0.843949317600103,11051.6,7598
22168.8,15513,-0.82756534867229,11141.2,7762
22000.8,15203,-0.845640189838205,11056.15,7608
21334.55,14159,-0.906511590409866,10720.9,7062
23334.25,17557,-0.708388008855743,11735.1,8794
21696.55,14729,-0.873277205040281,10923.4,7388
22717.3,16466,-0.771999788571914,11449.35,8315
22622.2,16298,-0.781795186365054,11389.25,8209
22225,15620,-0.821326613173087,11189.95,7840
22225.3,15621,-0.821268307233842,11191.45,7843
22541.65,16150,-0.790424465373298,11356.7,8158
21911.65,15065,-0.853686409453999,11034.9,7567
20795.65,13294,-0.956946227856692,10467.2,6667
20935.55,13504,-0.944701980615266,10532.3,6777
21022.2,13637,-0.936947290695696,10528.15,6772
19552.3,11500.5,-1.0615179298924,9800.45,5805
19337.4,11209,-1.07851411118228,9691.35,5676
21383.45,14235,-0.902080339027254,10782.25,7157
20842.8,13364,-0.95286481210955,10506.4,6727
21645.65,14648,-0.877999986119116,10889.35,7338
22710.9,16446,-0.773165907356811,11418.2,8259
22168.9,15514,-0.827507042733045,11155.4,7793
21472.7,14367,-0.894383955046929,10789.15,7172
23725.25,18181.5,-0.671975949797312,11924.9,9075
24853.65,20054.5,-0.56276892559164,12477,9992
25301.7,20757,-0.521809003272108,12712.65,10370
23623.7,18035,-0.680517769896687,11905.95,9050
22588.6,16227,-0.785934908051441,11374.55,8186
22308.9,15752,-0.813630229192762,11219.65,7898
23813.8,18325,-0.663609047515671,11977.05,9153.5
23766.3,18251.5,-0.66789453405017,11953.2,9123
21434.95,14307,-0.897882311401623,10798.1,7181.5
20789.15,13287,-0.957354369431406,10461.5,6659
21152.45,13844,-0.924877961272005,10642,6938
21157.05,13848,-0.924644737515025,10609.7,6890
20047.1,12195,-1.02102445508682,10039.85,6083
18601.2,10288,-1.13221388122682,9327.65,5258
21194.15,13920.5,-0.920417556919771,10700.95,7033
21746.55,14799,-0.869195789293139,10963.45,7456
23259.55,17417,-0.716550840350027,11715.15,8755
23275.4,17443,-0.71503488592966,11721.7,8766
21232,13978,-0.91706496541319,10676.35,7002
21527.75,14456,-0.889194726454135,10830.4,7235
25297.4,20745.5,-0.522479521573424,12694.45,10343
25102.15,20427,-0.54104996322292,12617.7,10221
24797.7,19950,-0.568861896242731,12485.35,10004
23110.4,17154,-0.731885302371432,11644.25,8647
23436.1,17727,-0.698475999184112,11802.25,8888
24289.7,19127,-0.616847684241272,12211.35,9532
24399.6,19318,-0.605711249845499,12248.65,9595
21906.2,15054,-0.854327774785693,11020.95,7545
20405.15,12706,-0.991230120132685,10267.6,6373
20316.45,12562,-0.999626175383949,10224.1,6321
21255.65,14019,-0.91467442190415,10671.8,6995
20318.15,12566,-0.999392951626969,10187.8,6286
19147.9,10969,-1.09250753660105,9592.15,5561
21372.35,14215,-0.903246457812152,10782.45,7158
22054.55,15303,-0.839809595913716,11122.05,7721
22847.55,16697,-0.758531116606345,11506.85,8404
22046.5,15288.5,-0.840655032032767,11106.35,7698
20521.4,12869,-0.981726252035769,10339.75,6492
25215.2,20629,-0.529272163495453,12669.85,10300
24890.75,20108,-0.559649557842039,12501.3,10031
24738,19845,-0.574984019863444,12439.75,9928
23988.5,18616,-0.646642019195409,12072.35,9318
23251.3,17400,-0.71754204131719,11707.45,8738
23373.25,17625,-0.704423204987091,11765.2,8836
24280.25,19110,-0.617838885208435,12191.9,9504
23612.8,18023,-0.681217441167626,11854.05,8976
20917.25,13470,-0.946684382549592,10529.3,6774
20026.3,12168,-1.02259871544643,10073.45,6134
19921.15,12005,-1.03210258354335,9999.3,6031
19222.95,11065,-1.08691016643354,9628.1,5598
18538.2,10218,-1.13629529697396,9290.45,5205
21580.55,14530,-0.884880086950013,10875.55,7311
21791.65,14877,-0.864647926032038,10978.05,7481
22080.2,15345,-0.837360746465431,11128.2,7736
21645.8,14649,-0.877941680179872,10907.05,7370
24878.8,20088,-0.560815676626936,12496.65,10025
25372.25,20885,-0.514345843048762,12735.4,10414
25011.65,20284,-0.549387712534939,12567.9,10136
24624.7,19674,-0.584954335474319,12365.75,9791
23167.3,17251,-0.726229626264678,11671.35,8687
23403.9,17669,-0.701857743660316,11783.15,8864
23039,17038,-0.738648791323839,11600.45,8566
23980.6,18601,-0.647516608284082,12043.65,9274
22606.9,16256,-0.78424403581334,11360.35,8165
21073.35,13722,-0.931991285859881,10587.4,6862
18106.6,9657,-1.16900492889034,9096.75,4961
17570.85,8865,-1.21518323277229,8796.4,4502
17957.7,9431,-1.18218207115969,9002.55,4815
21728.3,14773,-0.870711743713506,10937.4,7406
23877.9,18426,-0.657720147651937,12019.7,9228
23455.5,17754,-0.6969017388245,11781,8856.5
24331.4,19186,-0.613407633825824,12208.25,9528
26311.1,22367.5,-0.427907288118219,13178.55,11152
26279.9,22320,-0.430676820232351,13168.65,11136
25747.35,21490,-0.479070749805606,12917.1,10699
23443.25,17743,-0.697543104156194,11798.1,8880
23669.1,18104,-0.67649466008879,11907.35,9053
22969.05,16913,-0.74593703372945,11567.9,8511
23625.8,18037,-0.680401158018198,11881.85,9017
22812.7,16640,-0.761854555143303,11470.25,8343
22014.65,15229.5,-0.844095082448215,11045.5,7582.5
18571.9,10261,-1.13378814158643,9336.45,5269
16046.7,7041,-1.32153326595496,8049.05,3574
16741.8,7850,-1.27436376110585,8423.75,4021
24876.7,20087,-0.560873982566181,12502.8,10034
25354.1,20861,-0.515745185590639,12722.2,10391
24211.8,19002,-0.624135926646883,12129.7,9404
27521.7,24388,-0.310100137873926,13766.3,12245
26710.55,23066,-0.387180589555666,13363.7,11479
26127.15,22079,-0.444728551590368,13087.7,10985
25509.45,21103.5,-0.501605995323755,12801.1,10526
23844.2,18382.5,-0.66025645600909,11995.15,9179
23148.5,17218.5,-0.728124569290137,11661.35,8673
22696.9,16419,-0.774740167716423,11430.45,8280
22411.7,15928,-0.803368383885662,11279.95,8010
22181.1,15539,-0.826049394251923,11130.05,7739
19547.2,11490,-1.06213014225447,9828.55,5833
16163.25,7177,-1.31360365821766,8101.7,3636
17112.9,8281,-1.24923390129131,8563.05,4189
26539.4,22764,-0.404788983207621,13291.2,11347
26473.1,22652,-0.411319248403049,13256.8,11276.5
27532.1,24411.5,-0.308729948301672,13762.6,12233
27514.3,24377,-0.31074150320562,13765.4,12244
27266.45,23944,-0.335987974898656,13644.45,11989
25985.35,21839,-0.458721977009141,13015.3,10869
23958.55,18566,-0.649557316157653,12047.7,9279
23280.9,17458,-0.714160296840987,11723.15,8770
23616.95,18028,-0.680925911471402,11873,9005
22911.65,16807,-0.752117463289407,11503.9,8397
21790.25,14875,-0.864764537910527,10943.75,7418
20773.1,13261,-0.958870323851773,10423.15,6600
19618.3,11590,-1.05629954832998,9841.65,5846
17678.25,9021,-1.20608750625009,8843.2,4570
26708.2,23061,-0.38747211925189,13374.1,11501
27234.5,23899,-0.338611742164676,13633.5,11971.5
27341.8,24061,-0.329166180007004,13690.9,12075
27361.9,24099,-0.326950554315698,13696,12090
27065.3,23642,-0.353596368550611,13543.7,11809
25658.35,21343,-0.487641722874604,12862.75,10619
24496.95,19475,-0.596557217384052,12309.15,9693
23545.75,17902,-0.688272459816257,11830.8,8934
22891.2,16766,-0.754508006798448,11491.65,8379
22311.55,15758,-0.813280393557293,11188.2,7837
24203.5,18984,-0.625185433553291,12103.75,9366
23981.55,18603.5,-0.64737084343597,11997,9184
20902.05,13444,-0.948200336969959,10425.95,6604
27138.9,23761,-0.34665796178047,13580.4,11865
27461.15,24270,-0.316980238704823,13746.75,12194.5
27324.15,24034,-0.330740440366616,13689.85,12072
26640.85,22950,-0.393944078508073,13353.8,11464
25602.85,21251,-0.493005869285134,12836.95,10576
24506.25,19485,-0.595974157991603,12298.25,9678
24055.75,18712.5,-0.641015496058277,12084.35,9332
23298.1,17492.5,-0.712148741937038,11720.9,8764
22078.4,15343,-0.837477358343921,11072.85,7639
21654.75,14660,-0.877300314848178,10833.55,7239
23724,18180,-0.672063408706179,11872.75,9004
22698.2,16426,-0.774332026141709,11342.6,8125
27262.75,23935,-0.33651272835186,13638.65,11983
27171.65,23809,-0.343859276696715,13608.65,11922
27185.6,23826,-0.342868075729552,13621.9,11948
25366.3,20877,-0.514812290562721,12717.9,10382
24230.8,19033,-0.622328442530291,12131.3,9410
23908.25,18473,-0.654979768507427,11977.05,9153.5
23264.2,17424,-0.716142698775313,11677.3,8697
22261.8,15678.5,-0.817915715727261,11172.2,7817
21299.7,14105,-0.90966011112909,10668.45,6987
21483.25,14379,-0.893684283775991,10760.2,7121
20277.05,12511,-1.00259977828544,10163.8,6248.5
26857.55,23289,-0.374178365104056,13444.05,11615
27027.6,23576,-0.357444560540774,13546.9,11815
25737.1,21469,-0.480295174529749,12920.8,10704
24426.5,19359,-0.603320706336458,12211.4,9533
23823.45,18340,-0.662734458426997,11896.95,9041
22918.9,16824,-0.751126262322244,11477.1,8352
22072.9,15332,-0.838118723675614,11051,7596
21030.1,13651,-0.936131007546268,10531.95,6776
19688.2,11702,-1.04976928313455,9854.85,5869.5
20039.95,12185.5,-1.02157836150965,10047.5,6099
25724.7,21450,-0.481402987375402,12909.7,10683
25890.7,21688.5,-0.467497020865496,13003.6,10836
25009.2,20281,-0.549562630352673,12540.8,10096
23533.1,17884,-0.689321966722665,11747.8,8811
23931.65,18521.5,-0.65215193045405,11958.25,9130
23097.1,17132,-0.733168033034819,11564.3,8505
21691.85,14725,-0.87351042879726,10875.9,7312
20564.45,12935,-0.977878060045606,10299.1,6422
19621.9,11595,-1.05600801863375,9843.95,5850
27598.3,24519,-0.302462059832846,13850.1,12402
27331.1,24044,-0.330157380974167,13674.4,12038
26560.5,22802,-0.402573357516316,13248.8,11264
22696.95,16420,-0.774681861777178,11323.75,8084
22658.3,16356,-0.778413441888851,11343.5,8129
21069.05,13715,-0.932399427434595,10560.55,6814
19651.15,11646,-1.05303441573226,9853.4,5867
19067.85,10861.5,-1.09877542506988,9570,5537
25668.65,21359,-0.486708827846686,12832.45,10568
25388.8,20906,-0.51312141832462,12666.4,10295
24689.8,19774,-0.579123741549831,12318.9,9707
